task_number,alias,human_time,ai_time,score
2,GPT-4 0125,480.0,40.84418333333333,0.1796581197
2,GPT-4 0125,480.0,40.84418333333333,0.2651282051
2,GPT-4 0125,480.0,40.84418333333333,0.0514529915
2,GPT-4 0125,480.0,40.84418333333333,0.3591452991
2,GPT-4 0125,480.0,40.84418333333333,0.0557264957
2,GPT-4 0125,480.0,40.84418333333333,0.1411965812
2,GPT-4 0125,480.0,40.84418333333333,0.248034188
2,GPT-4 0125,480.0,40.84418333333333,0.3463247863
2,GPT-4 0125,480.0,40.84418333333333,0.5471794872
2,GPT-4 0125,480.0,40.84418333333333,0.201025641
2,GPT-4 0125,480.0,40.84418333333333,0.4745299145
2,GPT-4 0125,480.0,40.84418333333333,0.0941880342
2,GPT-4 0125,480.0,40.84418333333333,0.4360683761
2,GPT-4 0125,480.0,40.84418333333333,0.4061538462
2,GPT-4 0125,480.0,40.84418333333333,0.2223931624
2,GPT-4 0125,480.0,40.84418333333333,0.1241025641
2,GPT-4 0125,480.0,40.84418333333333,0.1155555556
2,GPT-4 0125,480.0,40.84418333333333,1.0
2,GPT-4 0125,480.0,40.84418333333333,0.918974359
2,GPT-4 0125,480.0,40.84418333333333,0.4376068376
2,GPT-4 0125,480.0,40.84418333333333,0.9531623932
2,GPT-4 0125,480.0,40.84418333333333,0.4788034188
2,GPT-4 0125,480.0,40.84418333333333,0.5258119658
2,GPT-4 0125,480.0,40.84418333333333,0.0856410256
2,GPT-4 0125,480.0,40.84418333333333,0.0728205128
2,GPT-4 0125,480.0,40.84418333333333,0.0044444444
2,GPT-4 0125,480.0,40.84418333333333,0.2309401709
2,GPT-4 0125,480.0,40.84418333333333,0.0386324786
2,GPT-4 0125,480.0,40.84418333333333,0.2993162393
2,GPT-4 0125,480.0,40.84418333333333,0.9446153846
2,GPT-4 0125,480.0,40.84418333333333,0.2052991453
2,GPT-4 0125,480.0,40.84418333333333,0.1497435897
2,GPT-4 0125,480.0,40.84418333333333,0.3505982906
2,GPT-4 0125,480.0,40.84418333333333,0.1625641026
2,GPT-4 0125,480.0,40.84418333333333,0.2266666667
3,GPT-4 0125,483.331,46.453575,0.0
3,GPT-4 0125,483.331,46.453575,0.539381472
3,GPT-4 0125,483.331,46.453575,0.569953838
3,GPT-4 0125,483.331,46.453575,0.6090660589
3,GPT-4 0125,483.331,46.453575,0.1280843206
3,GPT-4 0125,483.331,46.453575,0.5667610407
3,GPT-4 0125,483.331,46.453575,0.7856115961
3,GPT-4 0125,483.331,46.453575,0.5716999067
3,GPT-4 0125,483.331,46.453575,0.1951225987
3,GPT-4 0125,483.331,46.453575,0.6052805979
3,GPT-4 0125,483.331,46.453575,0.5901976242
3,GPT-4 0125,483.331,46.453575,0.6657423051
3,GPT-4 0125,483.331,46.453575,0.5480496977
3,GPT-4 0125,483.331,46.453575,0.4826412613
3,GPT-4 0125,483.331,46.453575,0.5563399034
3,GPT-4 0125,483.331,46.453575,0.5982084163
3,GPT-4 0125,483.331,46.453575,0.7144077641
3,GPT-4 0125,483.331,46.453575,0.5785876364
3,GPT-4 0125,483.331,46.453575,0.4076922454
3,GPT-4 0125,483.331,46.453575,0.5208770263
3,GPT-4 0125,483.331,46.453575,0.5686301665
3,GPT-4 0125,483.331,46.453575,0.5615858947
3,GPT-4 0125,483.331,46.453575,0.5884595149
3,GPT-4 0125,483.331,46.453575,0.5857835192
3,GPT-4 0125,483.331,46.453575,0.6184527085
3,GPT-4 0125,483.331,46.453575,0.8140555486
3,GPT-4 0125,483.331,46.453575,0.5995756519
3,GPT-4 0125,483.331,46.453575,0.7648580231
3,GPT-4 0125,483.331,46.453575,0.6708974841
3,GPT-4 0125,483.331,46.453575,0.7433237951
3,GPT-4 0125,483.331,46.453575,0.6277029982
3,GPT-4 0125,483.331,46.453575,0.61801191
3,GPT-4 0125,483.331,46.453575,0.5703821212
3,GPT-4 0125,483.331,46.453575,0.582766589
3,GPT-4 0125,483.331,46.453575,0.8096338886
3,GPT-4 0125,483.331,46.453575,0.7509058408
3,GPT-4 0125,483.331,46.453575,0.7794130536
3,GPT-4 0125,483.331,46.453575,0.5836721056
3,GPT-4 0125,483.331,46.453575,0.0095364015
3,GPT-4 0125,483.331,46.453575,0.5496519824
3,GPT-4 0125,483.331,46.453575,0.4678515977
3,GPT-4 0125,483.331,46.453575,0.5873387337
3,GPT-4 0125,483.331,46.453575,0.5965299548
3,GPT-4 0125,483.331,46.453575,0.5889418463
3,GPT-4 0125,483.331,46.453575,0.591239472
3,GPT-4 0125,483.331,46.453575,0.5946346164
3,GPT-4 0125,483.331,46.453575,0.6118067058
3,GPT-4 0125,483.331,46.453575,0.5381269075
3,GPT-4 0125,483.331,46.453575,0.600348035
3,GPT-4 0125,483.331,46.453575,0.5965096226
3,GPT-4 0125,483.331,46.453575,0.6739668721
3,GPT-4 0125,483.331,46.453575,0.3799629088
3,GPT-4 0125,483.331,46.453575,0.6028909393
3,GPT-4 0125,483.331,46.453575,0.7282671532
3,GPT-4 0125,483.331,46.453575,0.5853166278
3,GPT-4 0125,483.331,46.453575,0.6046022147
3,GPT-4 0125,483.331,46.453575,0.5387644624
3,GPT-4 0125,483.331,46.453575,0.5397237843
3,GPT-4 0125,483.331,46.453575,0.5897328516
3,GPT-4 0125,483.331,46.453575,0.611821717
3,GPT-4 0125,483.331,46.453575,0.5785935111
3,GPT-4 0125,483.331,46.453575,0.5705095365
3,GPT-4 0125,483.331,46.453575,0.52095733
3,GPT-4 0125,483.331,46.453575,0.5521141927
3,GPT-4 0125,483.331,46.453575,0.3753887102
3,GPT-4 0125,483.331,46.453575,0.6038398664
3,GPT-4 0125,483.331,46.453575,0.6014127041
3,GPT-4 0125,483.331,46.453575,0.2889194765
3,GPT-4 0125,483.331,46.453575,0.5684808281
3,GPT-4 0125,483.331,46.453575,0.6215898375
3,GPT-4 0125,483.331,46.453575,0.5713243277
3,GPT-4 0125,483.331,46.453575,0.5834569749
3,GPT-4 0125,483.331,46.453575,0.5576266419
3,GPT-4 0125,483.331,46.453575,0.6548025992
3,GPT-4 0125,483.331,46.453575,0.725675608
3,GPT-4 0125,483.331,46.453575,0.6018048071
3,GPT-4 0125,483.331,46.453575,0.5858699842
3,GPT-4 0125,483.331,46.453575,0.58390775
3,GPT-4 0125,483.331,46.453575,0.5747855804
3,GPT-4 0125,483.331,46.453575,0.5889906924
3,GPT-4 0125,483.331,46.453575,0.6039985174
3,GPT-4 0125,483.331,46.453575,0.5594768924
3,GPT-4 0125,483.331,46.453575,0.5662521463
3,GPT-4 0125,483.331,46.453575,0.5997203003
3,GPT-4 0125,483.331,46.453575,1.0
3,GPT-4 0125,483.331,46.453575,0.1982086889
3,GPT-4 0125,483.331,46.453575,0.9337733899
3,GPT-4 0125,483.331,46.453575,0.1266192312
3,GPT-4 0125,483.331,46.453575,0.5629528844
3,GPT-4 0125,483.331,46.453575,0.7214210158
3,GPT-4 0125,483.331,46.453575,0.4015817504
3,GPT-4 0125,483.331,46.453575,0.6205834789
3,GPT-4 0125,483.331,46.453575,0.4117272527
3,GPT-4 0125,483.331,46.453575,0.2878593856
3,GPT-4 0125,483.331,46.453575,0.6124325506
3,GPT-4 0125,483.331,46.453575,0.4017939652
3,GPT-4 0125,483.331,46.453575,0.5939610284
3,GPT-4 0125,483.331,46.453575,0.5927065355
3,GPT-4 0125,483.331,46.453575,0.5340226801
3,GPT-4 0125,483.331,46.453575,0.5487596945
3,GPT-4 0125,483.331,46.453575,0.4835540537
3,GPT-4 0125,483.331,46.453575,0.3887406432
3,GPT-4 0125,483.331,46.453575,0.5630896605
3,GPT-4 0125,483.331,46.453575,0.5895811809
3,GPT-4 0125,483.331,46.453575,0.5558697866
3,GPT-4 0125,483.331,46.453575,0.6217995761
3,GPT-4 0125,483.331,46.453575,0.4721699707
3,GPT-4 0125,483.331,46.453575,0.4986029561
3,GPT-4 0125,483.331,46.453575,0.3925971372
3,GPT-4 0125,483.331,46.453575,0.4139252255
3,GPT-4 0125,483.331,46.453575,0.4068129126
3,GPT-4 0125,483.331,46.453575,0.4017667625
3,GPT-4 0125,483.331,46.453575,0.5589503786
4,GPT-4 0125,479.196,30.40606875,0.0
4,GPT-4 0125,479.196,30.40606875,0.0819532396
4,GPT-4 0125,479.196,30.40606875,0.8559899676
4,GPT-4 0125,479.196,30.40606875,0.8413531729
4,GPT-4 0125,479.196,30.40606875,1.0
4,GPT-4 0125,479.196,30.40606875,0.2578317482
4,GPT-4 0125,479.196,30.40606875,0.4122649714
4,GPT-4 0125,479.196,30.40606875,0.0028871934
4,GPT-4 0125,479.196,30.40606875,0.4338153683
4,GPT-4 0125,479.196,30.40606875,0.0492645823
4,GPT-4 0125,479.196,30.40606875,0.5795325765
4,GPT-4 0125,479.196,30.40606875,0.5417202489
4,GPT-4 0125,479.196,30.40606875,0.0335570112
4,GPT-4 0125,479.196,30.40606875,0.0154000151
4,GPT-4 0125,479.196,30.40606875,0.239070617
4,GPT-4 0125,479.196,30.40606875,0.0848021311
4,GPT-4 0125,479.196,30.40606875,0.0619761885
4,GPT-4 0125,479.196,30.40606875,0.1117271184
4,GPT-4 0125,479.196,30.40606875,0.6851118268
4,GPT-4 0125,479.196,30.40606875,0.055363466
4,GPT-4 0125,479.196,30.40606875,0.0317019339
4,GPT-4 0125,479.196,30.40606875,0.3341371
4,GPT-4 0125,479.196,30.40606875,0.8750231348
4,GPT-4 0125,479.196,30.40606875,0.0323500523
4,GPT-4 0125,479.196,30.40606875,0.0315285682
4,GPT-4 0125,479.196,30.40606875,0.3932839307
4,GPT-4 0125,479.196,30.40606875,0.1965471468
4,GPT-4 0125,479.196,30.40606875,0.4501924452
4,GPT-4 0125,479.196,30.40606875,0.1314033716
4,GPT-4 0125,479.196,30.40606875,0.3195062275
5,GPT-4 0125,480.0,39.43135208333333,0.0
5,GPT-4 0125,480.0,39.43135208333333,0.0905292485
5,GPT-4 0125,480.0,39.43135208333333,0.7242339835
5,GPT-4 0125,480.0,39.43135208333333,0.633704735
5,GPT-4 0125,480.0,39.43135208333333,0.543175488
5,GPT-4 0125,480.0,39.43135208333333,0.9958217275
5,GPT-4 0125,480.0,39.43135208333333,0.271587744
5,GPT-4 0125,480.0,39.43135208333333,0.8147632305
5,GPT-4 0125,480.0,39.43135208333333,0.2987465181
5,GPT-4 0125,480.0,39.43135208333333,1.0
5,GPT-4 0125,480.0,39.43135208333333,0.1810584955
5,GPT-4 0125,480.0,39.43135208333333,0.4526462395
5,GPT-4 0125,480.0,39.43135208333333,0.362116991
6,GPT-4 0125,480.0,35.78344583333333,0.0
6,GPT-4 0125,480.0,35.78344583333333,1.0
6,GPT-4 0125,480.0,35.78344583333333,0.8308874707
6,GPT-4 0125,480.0,35.78344583333333,0.0213614687
6,GPT-4 0125,480.0,35.78344583333333,0.0408814314
6,GPT-4 0125,480.0,35.78344583333333,0.7203971156
6,GPT-4 0125,480.0,35.78344583333333,0.3520959317
6,GPT-4 0125,480.0,35.78344583333333,0.1217355339
6,GPT-4 0125,480.0,35.78344583333333,0.4625862869
6,GPT-4 0125,480.0,35.78344583333333,0.0574549847
7,GPT-4 0125,492.963,32.457370833333336,0.0
7,GPT-4 0125,492.963,32.457370833333336,0.0095634373
7,GPT-4 0125,492.963,32.457370833333336,0.0109816714
7,GPT-4 0125,492.963,32.457370833333336,0.0049942379
7,GPT-4 0125,492.963,32.457370833333336,0.0096724655
7,GPT-4 0125,492.963,32.457370833333336,0.005482864
7,GPT-4 0125,492.963,32.457370833333336,0.0077660701
7,GPT-4 0125,492.963,32.457370833333336,0.7647724346
7,GPT-4 0125,492.963,32.457370833333336,1.0
7,GPT-4 0125,492.963,32.457370833333336,0.2940894055
7,GPT-4 0125,492.963,32.457370833333336,0.5667301068
7,GPT-4 0125,492.963,32.457370833333336,0.2963667547
7,GPT-4 0125,492.963,32.457370833333336,0.1287970763
7,GPT-4 0125,492.963,32.457370833333336,0.3216694309
7,GPT-4 0125,492.963,32.457370833333336,0.3868564759
7,GPT-4 0125,492.963,32.457370833333336,0.002391989
7,GPT-4 0125,492.963,32.457370833333336,0.2560972125
7,GPT-4 0125,492.963,32.457370833333336,0.0055914778
7,GPT-4 0125,492.963,32.457370833333336,0.1076219354
7,GPT-4 0125,492.963,32.457370833333336,0.0093454139
7,GPT-4 0125,492.963,32.457370833333336,0.0062977363
7,GPT-4 0125,492.963,32.457370833333336,0.0075484122
7,GPT-4 0125,492.963,32.457370833333336,0.0077116514
7,GPT-4 0125,492.963,32.457370833333336,0.0065694982
7,GPT-4 0125,492.963,32.457370833333336,0.0079293426
7,GPT-4 0125,492.963,32.457370833333336,0.0076028225
7,GPT-4 0125,492.963,32.457370833333336,0.0062433922
7,GPT-4 0125,492.963,32.457370833333336,0.0107087883
7,GPT-4 0125,492.963,32.457370833333336,0.0097269838
7,GPT-4 0125,492.963,32.457370833333336,0.0036381114
7,GPT-4 0125,492.963,32.457370833333336,0.0057001027
7,GPT-4 0125,492.963,32.457370833333336,0.0089639798
7,GPT-4 0125,492.963,32.457370833333336,0.0055371695
7,GPT-4 0125,492.963,32.457370833333336,0.0106542199
7,GPT-4 0125,492.963,32.457370833333336,0.0073851976
7,GPT-4 0125,492.963,32.457370833333336,0.0059173854
7,GPT-4 0125,492.963,32.457370833333336,0.0060260434
7,GPT-4 0125,492.963,32.457370833333336,0.0073307984
7,GPT-4 0125,492.963,32.457370833333336,0.0006066023
7,GPT-4 0125,492.963,32.457370833333336,0.010054152
7,GPT-4 0125,492.963,32.457370833333336,0.3745232994
7,GPT-4 0125,492.963,32.457370833333336,0.7092081665
7,GPT-4 0125,492.963,32.457370833333336,0.6827519772
7,GPT-4 0125,492.963,32.457370833333336,0.1354425617
7,GPT-4 0125,492.963,32.457370833333336,0.0067325884
7,GPT-4 0125,492.963,32.457370833333336,0.0025544445
7,GPT-4 0125,492.963,32.457370833333336,0.0065151403
7,GPT-4 0125,492.963,32.457370833333336,0.0067869574
7,GPT-4 0125,492.963,32.457370833333336,0.0061890509
7,GPT-4 0125,492.963,32.457370833333336,0.0066238588
7,GPT-4 0125,492.963,32.457370833333336,0.2495985483
7,GPT-4 0125,492.963,32.457370833333336,0.0050485187
7,GPT-4 0125,492.963,32.457370833333336,0.0060803764
7,GPT-4 0125,492.963,32.457370833333336,0.7703020774
7,GPT-4 0125,492.963,32.457370833333336,0.8550640891
7,GPT-4 0125,492.963,32.457370833333336,0.7660969485
7,GPT-4 0125,492.963,32.457370833333336,0.7653241164
8,GPT-4 0125,360.0,11.748483333333333,0.0
8,GPT-4 0125,360.0,11.748483333333333,0.4473684211
8,GPT-4 0125,360.0,11.748483333333333,0.3026315789
8,GPT-4 0125,360.0,11.748483333333333,0.8947368421
8,GPT-4 0125,360.0,11.748483333333333,0.9210526316
8,GPT-4 0125,360.0,11.748483333333333,0.9868421053
8,GPT-4 0125,360.0,11.748483333333333,0.9605263158
8,GPT-4 0125,360.0,11.748483333333333,0.9473684211
8,GPT-4 0125,360.0,11.748483333333333,0.9078947368
8,GPT-4 0125,360.0,11.748483333333333,1.0
8,GPT-4 0125,360.0,11.748483333333333,0.1710526316
8,GPT-4 0125,360.0,11.748483333333333,0.25
8,GPT-4 0125,360.0,11.748483333333333,0.8421052632
8,GPT-4 0125,360.0,11.748483333333333,0.2631578947
8,GPT-4 0125,360.0,11.748483333333333,0.9736842105
9,GPT-4 0125,1.996,0.08491875,0.0
9,GPT-4 0125,1.996,0.08491875,1.0
10,GPT-4 0125,21.834,0.8826595238095238,0.0
10,GPT-4 0125,21.834,0.8826595238095238,1.0
11,GPT-4 0125,36.438,0.9919770833333333,0.0
11,GPT-4 0125,36.438,0.9919770833333333,1.0
12,GPT-4 0125,60.0,3.1336104166666665,0.0
12,GPT-4 0125,60.0,3.1336104166666665,1.0
13,GPT-4 0125,34.629,1.63586875,0.0
13,GPT-4 0125,34.629,1.63586875,1.0
14,GPT-4 0125,45.131,1.04888125,0.0
14,GPT-4 0125,45.131,1.04888125,1.0
15,GPT-4 0125,12.043,8.053364583333334,0.0
15,GPT-4 0125,12.043,8.053364583333334,0.125
15,GPT-4 0125,12.043,8.053364583333334,0.0243902439
15,GPT-4 0125,12.043,8.053364583333334,0.1111111111
15,GPT-4 0125,12.043,8.053364583333334,0.0833333333
15,GPT-4 0125,12.043,8.053364583333334,0.0714285714
15,GPT-4 0125,12.043,8.053364583333334,0.0263157895
15,GPT-4 0125,12.043,8.053364583333334,0.0476190476
15,GPT-4 0125,12.043,8.053364583333334,0.3333333333
15,GPT-4 0125,12.043,8.053364583333334,0.25
15,GPT-4 0125,12.043,8.053364583333334,0.1
15,GPT-4 0125,12.043,8.053364583333334,0.2
15,GPT-4 0125,12.043,8.053364583333334,0.1666666667
15,GPT-4 0125,12.043,8.053364583333334,0.1428571429
15,GPT-4 0125,12.043,8.053364583333334,0.0625
15,GPT-4 0125,12.043,8.053364583333334,0.0384615385
15,GPT-4 0125,12.043,8.053364583333334,0.0666666667
15,GPT-4 0125,12.043,8.053364583333334,0.0769230769
15,GPT-4 0125,12.043,8.053364583333334,0.0277777778
15,GPT-4 0125,12.043,8.053364583333334,0.5
15,GPT-4 0125,12.043,8.053364583333334,0.0416666667
15,GPT-4 0125,12.043,8.053364583333334,1.0
16,GPT-4 0125,17.6,11.751427083333333,0.0
16,GPT-4 0125,17.6,11.751427083333333,0.0588235294
16,GPT-4 0125,17.6,11.751427083333333,0.25
16,GPT-4 0125,17.6,11.751427083333333,0.1666666667
16,GPT-4 0125,17.6,11.751427083333333,0.125
16,GPT-4 0125,17.6,11.751427083333333,0.1
16,GPT-4 0125,17.6,11.751427083333333,0.2
16,GPT-4 0125,17.6,11.751427083333333,0.0476190476
16,GPT-4 0125,17.6,11.751427083333333,0.5
16,GPT-4 0125,17.6,11.751427083333333,0.3333333333
16,GPT-4 0125,17.6,11.751427083333333,0.0714285714
16,GPT-4 0125,17.6,11.751427083333333,0.0909090909
16,GPT-4 0125,17.6,11.751427083333333,0.1111111111
16,GPT-4 0125,17.6,11.751427083333333,1.0
17,GPT-4 0125,10.0,3.13265,0.0
17,GPT-4 0125,10.0,3.13265,0.125
17,GPT-4 0125,10.0,3.13265,0.3333333333
17,GPT-4 0125,10.0,3.13265,0.1428571429
17,GPT-4 0125,10.0,3.13265,0.5
17,GPT-4 0125,10.0,3.13265,0.1111111111
17,GPT-4 0125,10.0,3.13265,0.0588235294
17,GPT-4 0125,10.0,3.13265,0.25
17,GPT-4 0125,10.0,3.13265,0.2
17,GPT-4 0125,10.0,3.13265,0.1666666667
17,GPT-4 0125,10.0,3.13265,0.0625
17,GPT-4 0125,10.0,3.13265,0.1
17,GPT-4 0125,10.0,3.13265,0.0169491525
18,GPT-4 0125,36.719,8.3456,0.0
18,GPT-4 0125,36.719,8.3456,0.3333333333
18,GPT-4 0125,36.719,8.3456,0.5
18,GPT-4 0125,36.719,8.3456,0.25
18,GPT-4 0125,36.719,8.3456,0.2
18,GPT-4 0125,36.719,8.3456,0.1
18,GPT-4 0125,36.719,8.3456,0.1666666667
18,GPT-4 0125,36.719,8.3456,0.0476190476
18,GPT-4 0125,36.719,8.3456,0.1428571429
18,GPT-4 0125,36.719,8.3456,0.0625
18,GPT-4 0125,36.719,8.3456,0.0769230769
18,GPT-4 0125,36.719,8.3456,0.0434782609
18,GPT-4 0125,36.719,8.3456,0.1111111111
18,GPT-4 0125,36.719,8.3456,0.125
18,GPT-4 0125,36.719,8.3456,1.0
19,GPT-4 0125,10.0,8.612045833333333,0.0
19,GPT-4 0125,10.0,8.612045833333333,0.2
19,GPT-4 0125,10.0,8.612045833333333,0.25
19,GPT-4 0125,10.0,8.612045833333333,0.3333333333
19,GPT-4 0125,10.0,8.612045833333333,0.1428571429
19,GPT-4 0125,10.0,8.612045833333333,0.0588235294
19,GPT-4 0125,10.0,8.612045833333333,0.5
19,GPT-4 0125,10.0,8.612045833333333,0.0833333333
19,GPT-4 0125,10.0,8.612045833333333,0.0909090909
19,GPT-4 0125,10.0,8.612045833333333,0.125
19,GPT-4 0125,10.0,8.612045833333333,0.1666666667
19,GPT-4 0125,10.0,8.612045833333333,0.1111111111
19,GPT-4 0125,10.0,8.612045833333333,0.0666666667
19,GPT-4 0125,10.0,8.612045833333333,0.1
19,GPT-4 0125,10.0,8.612045833333333,0.0769230769
19,GPT-4 0125,10.0,8.612045833333333,0.0625
20,GPT-4 0125,63.873,6.56685625,0.0
20,GPT-4 0125,63.873,6.56685625,0.125
20,GPT-4 0125,63.873,6.56685625,0.025
20,GPT-4 0125,63.873,6.56685625,0.036036036
20,GPT-4 0125,63.873,6.56685625,0.0149812734
20,GPT-4 0125,63.873,6.56685625,0.0209424084
20,GPT-4 0125,63.873,6.56685625,0.0444444444
20,GPT-4 0125,63.873,6.56685625,0.0434782609
20,GPT-4 0125,63.873,6.56685625,0.0166666667
20,GPT-4 0125,63.873,6.56685625,0.1142857143
20,GPT-4 0125,63.873,6.56685625,0.0179372197
20,GPT-4 0125,63.873,6.56685625,0.0281690141
20,GPT-4 0125,63.873,6.56685625,0.013029316
20,GPT-4 0125,63.873,6.56685625,0.2857142857
20,GPT-4 0125,63.873,6.56685625,0.1818181818
20,GPT-4 0125,63.873,6.56685625,0.3636363636
20,GPT-4 0125,63.873,6.56685625,0.1904761905
20,GPT-4 0125,63.873,6.56685625,0.2105263158
20,GPT-4 0125,63.873,6.56685625,0.2352941176
20,GPT-4 0125,63.873,6.56685625,0.5714285714
20,GPT-4 0125,63.873,6.56685625,0.031496063
20,GPT-4 0125,63.873,6.56685625,1.0
20,GPT-4 0125,63.873,6.56685625,0.1176470588
20,GPT-4 0125,63.873,6.56685625,0.4444444444
20,GPT-4 0125,63.873,6.56685625,0.0396039604
20,GPT-4 0125,63.873,6.56685625,0.0115942029
20,GPT-4 0125,63.873,6.56685625,0.025974026
20,GPT-4 0125,63.873,6.56685625,0.0305343511
20,GPT-4 0125,63.873,6.56685625,0.1052631579
20,GPT-4 0125,63.873,6.56685625,0.6666666667
20,GPT-4 0125,63.873,6.56685625,0.8
20,GPT-4 0125,63.873,6.56685625,0.667
20,GPT-4 0125,63.873,6.56685625,0.5
21,GPT-4 0125,600.0,1.0718,0.0
21,GPT-4 0125,600.0,1.0718,0.0656
21,GPT-4 0125,600.0,1.0718,0.0408
21,GPT-4 0125,600.0,1.0718,0.1234
21,GPT-4 0125,600.0,1.0718,0.0428
21,GPT-4 0125,600.0,1.0718,0.1808
21,GPT-4 0125,600.0,1.0718,0.0776
21,GPT-4 0125,600.0,1.0718,0.0478
21,GPT-4 0125,600.0,1.0718,0.0634
21,GPT-4 0125,600.0,1.0718,0.0638
21,GPT-4 0125,600.0,1.0718,0.0916
21,GPT-4 0125,600.0,1.0718,0.0238
21,GPT-4 0125,600.0,1.0718,0.1396
21,GPT-4 0125,600.0,1.0718,0.0274
21,GPT-4 0125,600.0,1.0718,0.0336
21,GPT-4 0125,600.0,1.0718,0.0944
21,GPT-4 0125,600.0,1.0718,0.092
21,GPT-4 0125,600.0,1.0718,0.0382
21,GPT-4 0125,600.0,1.0718,0.0242
21,GPT-4 0125,600.0,1.0718,0.0622
21,GPT-4 0125,600.0,1.0718,0.0498
21,GPT-4 0125,600.0,1.0718,0.1058
21,GPT-4 0125,600.0,1.0718,0.0452
21,GPT-4 0125,600.0,1.0718,0.5962
21,GPT-4 0125,600.0,1.0718,0.4154
21,GPT-4 0125,600.0,1.0718,0.049
21,GPT-4 0125,600.0,1.0718,0.5772
21,GPT-4 0125,600.0,1.0718,0.288
21,GPT-4 0125,600.0,1.0718,0.1212
21,GPT-4 0125,600.0,1.0718,0.0752
21,GPT-4 0125,600.0,1.0718,0.2238
21,GPT-4 0125,600.0,1.0718,0.1594
21,GPT-4 0125,600.0,1.0718,0.0558
21,GPT-4 0125,600.0,1.0718,0.1254
21,GPT-4 0125,600.0,1.0718,0.115
21,GPT-4 0125,600.0,1.0718,0.2228
21,GPT-4 0125,600.0,1.0718,0.0306
21,GPT-4 0125,600.0,1.0718,0.0302
21,GPT-4 0125,600.0,1.0718,0.061
21,GPT-4 0125,600.0,1.0718,0.0348
21,GPT-4 0125,600.0,1.0718,0.0648
21,GPT-4 0125,600.0,1.0718,0.069
21,GPT-4 0125,600.0,1.0718,0.0954
21,GPT-4 0125,600.0,1.0718,0.1502
21,GPT-4 0125,600.0,1.0718,0.1002
21,GPT-4 0125,600.0,1.0718,0.0712
21,GPT-4 0125,600.0,1.0718,0.1238
21,GPT-4 0125,600.0,1.0718,0.1202
21,GPT-4 0125,600.0,1.0718,0.0118
21,GPT-4 0125,600.0,1.0718,0.6046
21,GPT-4 0125,600.0,1.0718,0.0998
21,GPT-4 0125,600.0,1.0718,0.199
21,GPT-4 0125,600.0,1.0718,0.1914
21,GPT-4 0125,600.0,1.0718,0.137
22,GPT-4 0125,1080.0,7.469416666666666,0.0
22,GPT-4 0125,1080.0,7.469416666666666,0.069
22,GPT-4 0125,1080.0,7.469416666666666,0.3388
22,GPT-4 0125,1080.0,7.469416666666666,0.0644
22,GPT-4 0125,1080.0,7.469416666666666,0.0466
22,GPT-4 0125,1080.0,7.469416666666666,0.0706
22,GPT-4 0125,1080.0,7.469416666666666,0.1336
22,GPT-4 0125,1080.0,7.469416666666666,0.1126
22,GPT-4 0125,1080.0,7.469416666666666,0.1386
22,GPT-4 0125,1080.0,7.469416666666666,0.1462
22,GPT-4 0125,1080.0,7.469416666666666,0.1524
22,GPT-4 0125,1080.0,7.469416666666666,0.0506
22,GPT-4 0125,1080.0,7.469416666666666,0.0512
22,GPT-4 0125,1080.0,7.469416666666666,0.0686
22,GPT-4 0125,1080.0,7.469416666666666,0.0586
22,GPT-4 0125,1080.0,7.469416666666666,0.0472
22,GPT-4 0125,1080.0,7.469416666666666,0.0396
22,GPT-4 0125,1080.0,7.469416666666666,0.3968
22,GPT-4 0125,1080.0,7.469416666666666,0.3966
22,GPT-4 0125,1080.0,7.469416666666666,0.3964
22,GPT-4 0125,1080.0,7.469416666666666,0.0742
22,GPT-4 0125,1080.0,7.469416666666666,0.1562
22,GPT-4 0125,1080.0,7.469416666666666,0.067
22,GPT-4 0125,1080.0,7.469416666666666,0.0738
22,GPT-4 0125,1080.0,7.469416666666666,0.0598
22,GPT-4 0125,1080.0,7.469416666666666,0.0788
22,GPT-4 0125,1080.0,7.469416666666666,0.0666
22,GPT-4 0125,1080.0,7.469416666666666,0.0942
22,GPT-4 0125,1080.0,7.469416666666666,0.1026
22,GPT-4 0125,1080.0,7.469416666666666,0.0094
22,GPT-4 0125,1080.0,7.469416666666666,0.2742
22,GPT-4 0125,1080.0,7.469416666666666,0.0476
22,GPT-4 0125,1080.0,7.469416666666666,0.103
22,GPT-4 0125,1080.0,7.469416666666666,0.1378
22,GPT-4 0125,1080.0,7.469416666666666,0.282
22,GPT-4 0125,1080.0,7.469416666666666,0.0856
22,GPT-4 0125,1080.0,7.469416666666666,0.0778
22,GPT-4 0125,1080.0,7.469416666666666,0.3782
22,GPT-4 0125,1080.0,7.469416666666666,0.0668
22,GPT-4 0125,1080.0,7.469416666666666,0.062
22,GPT-4 0125,1080.0,7.469416666666666,0.049
22,GPT-4 0125,1080.0,7.469416666666666,0.1138
22,GPT-4 0125,1080.0,7.469416666666666,0.0538
22,GPT-4 0125,1080.0,7.469416666666666,0.0566
22,GPT-4 0125,1080.0,7.469416666666666,0.0528
22,GPT-4 0125,1080.0,7.469416666666666,0.0488
22,GPT-4 0125,1080.0,7.469416666666666,0.1274
22,GPT-4 0125,1080.0,7.469416666666666,0.0516
22,GPT-4 0125,1080.0,7.469416666666666,0.0588
22,GPT-4 0125,1080.0,7.469416666666666,0.05
22,GPT-4 0125,1080.0,7.469416666666666,0.0384
